transferor_loan_number,due_date,scheduled_amount,received_on,received_amount
TR-0000058,2025-02-01,2447.44,2025-02-03,2447.44
TR-0000058,2025-03-01,2447.44,2025-03-09,2447.44
TR-0000058,2025-04-01,2447.44,2025-03-29,2447.44
TR-0000058,2025-05-01,2447.44,2025-04-30,2447.44
TR-0000058,2025-06-01,2447.44,2025-05-31,2447.44
TR-0000058,2025-07-01,2447.44,2025-07-02,2447.44
TR-0000058,2025-08-01,2447.44,2025-08-08,2447.44
TR-0000058,2025-09-01,2447.44,2025-09-04,2447.44
TR-0000058,2025-10-01,2447.44,2025-10-11,2447.44
TR-0000058,2025-11-01,2447.44,2025-10-29,2447.44
TR-0000058,2025-12-01,2447.44,2025-12-07,2447.44
TR-0000058,2026-01-01,2447.44,2026-01-12,2447.44
TR-0000058,2026-02-01,2447.44,2026-01-30,2447.44
TR-0000058,2026-03-01,2447.44,2026-02-28,2447.44
TR-0000058,2026-04-01,2447.44,2026-04-11,2447.44
TR-0000058,2026-05-01,2447.44,2026-05-02,2447.44
TR-0000058,2026-06-01,2447.44,2026-06-10,2447.44
TR-0000058,2026-07-01,2447.44,2026-07-06,2447.44
TR-0000058,2026-08-01,2447.44,2026-07-30,2447.44
TR-0000058,2026-09-01,2447.44,2026-09-10,2447.44
TR-0000058,2026-10-01,2447.44,,
TR-0000059,2024-11-01,2328.11,2024-11-01,2328.11
TR-0000059,2024-12-01,2328.11,2024-11-29,2328.11
TR-0000059,2025-01-01,2328.11,2024-12-29,2328.11
TR-0000059,2025-02-01,2328.11,2025-02-10,2328.11
TR-0000059,2025-03-01,2328.11,2025-02-28,2328.11
TR-0000059,2025-04-01,2328.11,2025-04-12,2328.11
TR-0000059,2025-05-01,2328.11,2025-04-29,2328.11
TR-0000059,2025-06-01,2328.11,2025-06-06,2328.11
TR-0000059,2025-07-01,2328.11,2025-07-04,2328.11
TR-0000059,2025-08-01,2328.11,2025-07-31,2328.11
TR-0000059,2025-09-01,2328.11,2025-08-29,2328.11
TR-0000059,2025-10-01,2328.11,2025-10-05,2328.11
TR-0000059,2025-11-01,2328.11,2025-10-30,2328.11
TR-0000059,2025-12-01,2328.11,2025-12-11,2328.11
TR-0000059,2026-01-01,2328.11,2026-01-01,2328.11
TR-0000059,2026-02-01,2328.11,2026-02-08,2328.11
TR-0000059,2026-03-01,2328.11,2026-03-05,2328.11
TR-0000059,2026-04-01,2328.11,2026-04-03,2328.11
TR-0000059,2026-05-01,2328.11,2026-05-05,2328.11
TR-0000059,2026-06-01,2328.11,2026-06-03,2328.11
TR-0000059,2026-07-01,2328.11,2026-07-02,2328.11
TR-0000059,2026-08-01,2328.11,2026-08-01,2328.11
TR-0000059,2026-09-01,2328.11,2026-09-07,2328.11
TR-0000059,2026-10-01,2328.11,,
TR-0000060,2024-11-01,3751.76,2024-10-31,3751.76
TR-0000060,2024-12-01,3751.76,2024-12-01,3751.76
TR-0000060,2025-01-01,3751.76,2025-01-06,3751.76
TR-0000060,2025-02-01,3751.76,2025-02-01,3751.76
TR-0000060,2025-03-01,3751.76,2025-03-11,3751.76
TR-0000060,2025-04-01,3751.76,2025-04-04,3751.76
TR-0000060,2025-05-01,3751.76,2025-05-07,3751.76
TR-0000060,2025-06-01,3751.76,2025-06-02,3751.76
TR-0000060,2025-07-01,3751.76,2025-07-06,3751.76
TR-0000060,2025-08-01,3751.76,2025-08-09,3751.76
TR-0000060,2025-09-01,3751.76,2025-08-29,3751.76
TR-0000060,2025-10-01,3751.76,2025-10-04,3751.76
TR-0000060,2025-11-01,3751.76,2025-11-05,3751.76
TR-0000060,2025-12-01,3751.76,2025-12-04,3751.76
TR-0000060,2026-01-01,3751.76,2026-01-01,3751.76
TR-0000060,2026-02-01,3751.76,2026-01-31,3751.76
TR-0000060,2026-03-01,3751.76,2026-03-07,3751.76
TR-0000060,2026-04-01,3751.76,2026-04-06,3751.76
TR-0000060,2026-05-01,3751.76,2026-05-01,3751.76
TR-0000060,2026-06-01,3751.76,2026-06-01,3751.76
TR-0000060,2026-07-01,3751.76,2026-06-29,3751.76
TR-0000060,2026-08-01,3751.76,2026-08-01,3751.76
TR-0000060,2026-09-01,3751.76,2026-08-31,3751.76
TR-0000060,2026-10-01,3751.76,,
TR-0000061,2024-11-01,2816.22,2024-11-12,2816.22
TR-0000061,2024-12-01,2816.22,2024-12-07,2816.22
TR-0000061,2025-01-01,2816.22,2025-01-07,2816.22
TR-0000061,2025-02-01,2816.22,2025-02-02,2816.22
TR-0000061,2025-03-01,2816.22,2025-03-10,2816.22
TR-0000061,2025-04-01,2816.22,2025-04-06,2816.22
TR-0000061,2025-05-01,2816.22,2025-05-11,2816.22
TR-0000061,2025-06-01,2816.22,2025-05-31,2816.22
TR-0000061,2025-07-01,2816.22,2025-07-02,2816.22
TR-0000061,2025-08-01,2816.22,2025-08-03,2816.22
TR-0000061,2025-09-01,2816.22,2025-09-08,2816.22
TR-0000061,2025-10-01,2816.22,2025-10-11,2816.22
TR-0000061,2025-11-01,2816.22,2025-11-07,2816.22
TR-0000061,2025-12-01,2816.22,2025-12-06,2816.22
TR-0000061,2026-01-01,2816.22,2026-01-10,2816.22
TR-0000061,2026-02-01,2816.22,2026-02-08,2816.22
TR-0000061,2026-03-01,2816.22,2026-03-05,2816.22
TR-0000061,2026-04-01,2816.22,2026-04-10,2816.22
TR-0000061,2026-05-01,2816.22,2026-05-11,2816.22
TR-0000061,2026-06-01,2816.22,2026-06-05,2816.22
TR-0000061,2026-07-01,2816.22,2026-07-10,2816.22
TR-0000061,2026-08-01,2816.22,2026-08-07,2816.22
TR-0000061,2026-09-01,2816.22,2026-09-05,2816.22
TR-0000061,2026-10-01,2816.22,,
TR-0000062,2024-11-01,1581.91,2024-10-30,1581.91
TR-0000062,2024-12-01,1581.91,2024-12-13,1581.91
TR-0000062,2025-01-01,1581.91,2024-12-29,1581.91
TR-0000062,2025-02-01,1581.91,2025-02-11,1581.91
TR-0000062,2025-03-01,1581.91,2025-03-01,1581.91
TR-0000062,2025-04-01,1581.91,2025-04-08,1581.91
TR-0000062,2025-05-01,1581.91,2025-05-13,1581.91
TR-0000062,2025-06-01,1581.91,2025-06-01,1581.91
TR-0000062,2025-07-01,1581.91,2025-07-04,1581.91
TR-0000062,2025-08-01,1581.91,2025-08-13,1581.91
TR-0000062,2025-09-01,1581.91,2025-09-02,1581.91
TR-0000062,2025-10-01,1581.91,2025-10-07,1581.91
TR-0000062,2025-11-01,1581.91,2025-11-03,1581.91
TR-0000062,2025-12-01,1581.91,2025-12-13,1581.91
TR-0000062,2026-01-01,1581.91,2026-01-08,1581.91
TR-0000062,2026-02-01,1581.91,2026-02-09,1581.91
TR-0000062,2026-03-01,1581.91,2026-02-26,1581.91
TR-0000062,2026-04-01,1581.91,2026-04-09,1581.91
TR-0000062,2026-05-01,1581.91,2026-05-05,1581.91
TR-0000062,2026-06-01,1581.91,2026-05-30,1581.91
TR-0000062,2026-07-01,1581.91,2026-07-09,1581.91
TR-0000062,2026-08-01,1581.91,2026-08-10,1581.91
TR-0000062,2026-09-01,1581.91,,
TR-0000062,2026-10-01,1581.91,,
TR-0000063,2024-11-01,3105.49,2024-11-04,3105.49
TR-0000063,2024-12-01,3105.49,2024-12-04,3105.49
TR-0000063,2025-01-01,3105.49,2025-01-01,3105.49
TR-0000063,2025-02-01,3105.49,2025-01-31,3105.49
TR-0000063,2025-03-01,3105.49,2025-03-01,3105.49
TR-0000063,2025-04-01,3105.49,2025-03-31,3105.49
TR-0000063,2025-05-01,3105.49,2025-05-02,3105.49
TR-0000063,2025-06-01,3105.49,2025-06-05,3105.49
TR-0000063,2025-07-01,3105.49,2025-07-13,3105.49
TR-0000063,2025-08-01,3105.49,2025-08-10,3105.49
TR-0000063,2025-09-01,3105.49,2025-09-03,3105.49
TR-0000063,2025-10-01,3105.49,2025-10-04,3105.49
TR-0000063,2025-11-01,3105.49,2025-11-02,3105.49
TR-0000063,2025-12-01,3105.49,2025-11-28,3105.49
TR-0000063,2026-01-01,3105.49,2026-01-11,3105.49
TR-0000063,2026-02-01,3105.49,2026-01-30,3105.49
TR-0000063,2026-03-01,3105.49,2026-03-05,3105.49
TR-0000063,2026-04-01,3105.49,2026-04-13,3105.49
TR-0000063,2026-05-01,3105.49,2026-05-08,3105.49
TR-0000063,2026-06-01,3105.49,2026-05-31,3105.49
TR-0000063,2026-07-01,3105.49,2026-07-08,3105.49
TR-0000063,2026-08-01,3105.49,2026-08-12,3105.49
TR-0000063,2026-09-01,3105.49,2026-08-29,3105.49
TR-0000063,2026-10-01,3105.49,,
TR-0000064,2024-11-01,3884.49,2024-11-10,3884.49
TR-0000064,2024-12-01,3884.49,2024-12-11,3884.49
TR-0000064,2025-01-01,3884.49,2025-01-12,3884.49
TR-0000064,2025-02-01,3884.49,2025-02-11,3884.49
TR-0000064,2025-03-01,3884.49,2025-03-06,3884.49
TR-0000064,2025-04-01,3884.49,2025-04-10,3884.49
TR-0000064,2025-05-01,3884.49,2025-05-04,3884.49
TR-0000064,2025-06-01,3884.49,2025-06-04,3884.49
TR-0000064,2025-07-01,3884.49,2025-07-10,3884.49
TR-0000064,2025-08-01,3884.49,2025-08-10,3884.49
TR-0000064,2025-09-01,3884.49,2025-09-01,3884.49
TR-0000064,2025-10-01,3884.49,2025-09-29,3884.49
TR-0000064,2025-11-01,3884.49,2025-10-31,3884.49
TR-0000064,2025-12-01,3884.49,2025-12-05,3884.49
TR-0000064,2026-01-01,3884.49,2026-01-01,3884.49
TR-0000064,2026-02-01,3884.49,2026-01-30,3884.49
TR-0000064,2026-03-01,3884.49,2026-03-02,3884.49
TR-0000064,2026-04-01,3884.49,2026-04-10,3884.49
TR-0000064,2026-05-01,3884.49,2026-05-11,3884.49
TR-0000064,2026-06-01,3884.49,2026-06-03,3884.49
TR-0000064,2026-07-01,3884.49,2026-07-08,3884.49
TR-0000064,2026-08-01,3884.49,,
TR-0000064,2026-09-01,3884.49,,
TR-0000064,2026-10-01,3884.49,,
TR-0000065,2024-11-01,1052.47,2024-10-30,1052.47
TR-0000065,2024-12-01,1052.47,2024-12-08,1052.47
TR-0000065,2025-01-01,1052.47,2025-01-02,1052.47
TR-0000065,2025-02-01,1052.47,2025-02-11,1052.47
TR-0000065,2025-03-01,1052.47,2025-03-08,1052.47
TR-0000065,2025-04-01,1052.47,2025-04-08,1052.47
TR-0000065,2025-05-01,1052.47,2025-05-01,1052.47
TR-0000065,2025-06-01,1052.47,2025-06-05,1052.47
TR-0000065,2025-07-01,1052.47,2025-06-29,1052.47
TR-0000065,2025-08-01,1052.47,2025-08-09,1052.47
TR-0000065,2025-09-01,1052.47,2025-09-08,1052.47
TR-0000065,2025-10-01,1052.47,2025-10-09,1052.47
TR-0000065,2025-11-01,1052.47,2025-11-12,1052.47
TR-0000065,2025-12-01,1052.47,2025-11-29,1052.47
TR-0000065,2026-01-01,1052.47,2026-01-07,1052.47
TR-0000065,2026-02-01,1052.47,2026-02-08,1052.47
TR-0000065,2026-03-01,1052.47,2026-03-01,1052.47
TR-0000065,2026-04-01,1052.47,2026-04-01,1052.47
TR-0000065,2026-05-01,1052.47,2026-05-13,1052.47
TR-0000065,2026-06-01,1052.47,2026-06-13,1052.47
TR-0000065,2026-07-01,1052.47,2026-07-04,1052.47
TR-0000065,2026-08-01,1052.47,2026-08-07,1052.47
TR-0000065,2026-09-01,1052.47,2026-09-10,1052.47
TR-0000065,2026-10-01,1052.47,,
TR-0000066,2024-11-01,3279.31,2024-11-07,3279.31
TR-0000066,2024-12-01,3279.31,2024-12-12,3279.31
TR-0000066,2025-01-01,3279.31,2024-12-29,3279.31
TR-0000066,2025-02-01,3279.31,2025-02-10,3279.31
TR-0000066,2025-03-01,3279.31,2025-03-11,3279.31
TR-0000066,2025-04-01,3279.31,2025-03-29,3279.31
TR-0000066,2025-05-01,3279.31,2025-05-09,3279.31
TR-0000066,2025-06-01,3279.31,2025-05-30,3279.31
TR-0000066,2025-07-01,3279.31,2025-07-01,3279.31
TR-0000066,2025-08-01,3279.31,2025-08-08,3279.31
TR-0000066,2025-09-01,3279.31,2025-09-01,3279.31
TR-0000066,2025-10-01,3279.31,2025-09-28,3279.31
TR-0000066,2025-11-01,3279.31,2025-11-01,3279.31
TR-0000066,2025-12-01,3279.31,2025-12-13,3279.31
TR-0000066,2026-01-01,3279.31,2026-01-04,3279.31
TR-0000066,2026-02-01,3279.31,2026-02-08,3279.31
TR-0000066,2026-03-01,3279.31,2026-03-01,3279.31
TR-0000066,2026-04-01,3279.31,2026-04-07,3279.31
TR-0000066,2026-05-01,3279.31,2026-04-30,3279.31
TR-0000066,2026-06-01,3279.31,2026-06-09,3279.31
TR-0000066,2026-07-01,3279.31,2026-07-09,3279.31
TR-0000066,2026-08-01,3279.31,2026-07-30,3279.31
TR-0000066,2026-09-01,3279.31,2026-09-08,3279.31
TR-0000066,2026-10-01,3279.31,,
TR-0000067,2024-11-01,1707.29,2024-10-29,1707.29
TR-0000067,2024-12-01,1707.29,2024-12-08,1707.29
TR-0000067,2025-01-01,1707.29,2024-12-29,1707.29
TR-0000067,2025-02-01,1707.29,2025-01-31,1707.29
TR-0000067,2025-03-01,1707.29,2025-03-10,1707.29
TR-0000067,2025-04-01,1707.29,2025-04-06,1707.29
TR-0000067,2025-05-01,1707.29,2025-05-12,1707.29
TR-0000067,2025-06-01,1707.29,2025-06-13,1707.29
TR-0000067,2025-07-01,1707.29,2025-07-12,1707.29
TR-0000067,2025-08-01,1707.29,2025-08-07,1707.29
TR-0000067,2025-09-01,1707.29,2025-09-10,1707.29
TR-0000067,2025-10-01,1707.29,2025-10-09,1707.29
TR-0000067,2025-11-01,1707.29,2025-11-02,1707.29
TR-0000067,2025-12-01,1707.29,2025-12-11,1707.29
TR-0000067,2026-01-01,1707.29,2026-01-12,1707.29
TR-0000067,2026-02-01,1707.29,2026-02-06,1707.29
TR-0000067,2026-03-01,1707.29,2026-03-06,1707.29
TR-0000067,2026-04-01,1707.29,2026-04-02,1707.29
TR-0000067,2026-05-01,1707.29,2026-05-04,1707.29
TR-0000067,2026-06-01,1707.29,2026-06-09,1707.29
TR-0000067,2026-07-01,1707.29,2026-07-08,1707.29
TR-0000067,2026-08-01,1707.29,2026-07-31,1707.29
TR-0000067,2026-09-01,1707.29,2026-09-11,1707.29
TR-0000067,2026-10-01,1707.29,,
TR-0000068,2024-11-01,2872.96,2024-11-13,2872.96
TR-0000068,2024-12-01,2872.96,2024-12-11,2872.96
TR-0000068,2025-01-01,2872.96,2025-01-08,2872.96
TR-0000068,2025-02-01,2872.96,2025-02-06,2872.96
TR-0000068,2025-03-01,2872.96,2025-03-08,2872.96
TR-0000068,2025-04-01,2872.96,2025-04-07,2872.96
TR-0000068,2025-05-01,2872.96,2025-05-07,2872.96
TR-0000068,2025-06-01,2872.96,2025-06-02,2872.96
TR-0000068,2025-07-01,2872.96,2025-07-08,2872.96
TR-0000068,2025-08-01,2872.96,2025-08-10,2872.96
TR-0000068,2025-09-01,2872.96,2025-09-10,2872.96
TR-0000068,2025-10-01,2872.96,2025-10-01,2872.96
TR-0000068,2025-11-01,2872.96,2025-10-29,2872.96
TR-0000068,2025-12-01,2872.96,2025-12-03,2872.96
TR-0000068,2026-01-01,2872.96,2026-01-09,2872.96
TR-0000068,2026-02-01,2872.96,2026-02-11,2872.96
TR-0000068,2026-03-01,2872.96,2026-03-11,2872.96
TR-0000068,2026-04-01,2872.96,2026-04-02,2872.96
TR-0000068,2026-05-01,2872.96,2026-04-30,2872.96
TR-0000068,2026-06-01,2872.96,2026-06-08,2872.96
TR-0000068,2026-07-01,2872.96,2026-07-09,2872.96
TR-0000068,2026-08-01,2872.96,2026-08-09,2872.96
TR-0000068,2026-09-01,2872.96,2026-09-10,2872.96
TR-0000068,2026-10-01,2872.96,,
TR-0000069,2024-11-01,931.29,2024-11-04,931.29
TR-0000069,2024-12-01,931.29,2024-11-29,931.29
TR-0000069,2025-01-01,931.29,2024-12-30,931.29
TR-0000069,2025-02-01,931.29,2025-02-13,931.29
TR-0000069,2025-03-01,931.29,2025-03-04,931.29
TR-0000069,2025-04-01,931.29,2025-04-01,931.29
TR-0000069,2025-05-01,931.29,2025-05-05,931.29
TR-0000069,2025-06-01,931.29,2025-06-07,931.29
TR-0000069,2025-07-01,931.29,2025-07-04,931.29
TR-0000069,2025-08-01,931.29,2025-08-09,931.29
TR-0000069,2025-09-01,931.29,2025-09-13,931.29
TR-0000069,2025-10-01,931.29,2025-10-06,931.29
TR-0000069,2025-11-01,931.29,2025-10-31,931.29
TR-0000069,2025-12-01,931.29,2025-12-02,931.29
TR-0000069,2026-01-01,931.29,2026-01-06,931.29
TR-0000069,2026-02-01,931.29,2026-01-31,931.29
TR-0000069,2026-03-01,931.29,2026-03-02,931.29
TR-0000069,2026-04-01,931.29,2026-04-07,931.29
TR-0000069,2026-05-01,931.29,2026-04-29,931.29
TR-0000069,2026-06-01,931.29,2026-06-08,931.29
TR-0000069,2026-07-01,931.29,2026-07-07,931.29
TR-0000069,2026-08-01,931.29,2026-08-01,931.29
TR-0000069,2026-09-01,931.29,2026-09-08,931.29
TR-0000069,2026-10-01,931.29,,
TR-0000070,2024-11-01,2603.08,2024-11-12,2603.08
TR-0000070,2024-12-01,2603.08,2024-11-28,2603.08
TR-0000070,2025-01-01,2603.08,2024-12-29,2603.08
TR-0000070,2025-02-01,2603.08,2025-02-04,2603.08
TR-0000070,2025-03-01,2603.08,2025-03-08,2603.08
TR-0000070,2025-04-01,2603.08,2025-04-04,2603.08
TR-0000070,2025-05-01,2603.08,2025-05-07,2603.08
TR-0000070,2025-06-01,2603.08,2025-06-03,2603.08
TR-0000070,2025-07-01,2603.08,2025-07-07,2603.08
TR-0000070,2025-08-01,2603.08,2025-08-11,2603.08
TR-0000070,2025-09-01,2603.08,2025-09-06,2603.08
TR-0000070,2025-10-01,2603.08,2025-10-06,2603.08
TR-0000070,2025-11-01,2603.08,2025-10-31,2603.08
TR-0000070,2025-12-01,2603.08,2025-11-28,2603.08
TR-0000070,2026-01-01,2603.08,2026-01-09,2603.08
TR-0000070,2026-02-01,2603.08,2026-01-29,2603.08
TR-0000070,2026-03-01,2603.08,2026-03-11,2603.08
TR-0000070,2026-04-01,2603.08,2026-04-09,2603.08
TR-0000070,2026-05-01,2603.08,2026-05-10,2603.08
TR-0000070,2026-06-01,2603.08,2026-05-31,2603.08
TR-0000070,2026-07-01,2603.08,2026-07-09,2603.08
TR-0000070,2026-08-01,2603.08,2026-08-03,2603.08
TR-0000070,2026-09-01,2603.08,2026-08-30,2603.08
TR-0000070,2026-10-01,2603.08,,
TR-0000071,2024-11-01,4517.32,2024-11-08,4517.32
TR-0000071,2024-12-01,4517.32,2024-12-03,4517.32
TR-0000071,2025-01-01,4517.32,2024-12-30,4517.32
TR-0000071,2025-02-01,4517.32,2025-02-02,4517.32
TR-0000071,2025-03-01,4517.32,2025-02-27,4517.32
TR-0000071,2025-04-01,4517.32,2025-04-08,4517.32
TR-0000071,2025-05-01,4517.32,2025-05-08,4517.32
TR-0000071,2025-06-01,4517.32,2025-05-31,4517.32
TR-0000071,2025-07-01,4517.32,2025-07-07,4517.32
TR-0000071,2025-08-01,4517.32,2025-08-10,4517.32
TR-0000071,2025-09-01,4517.32,2025-09-01,4517.32
TR-0000071,2025-10-01,4517.32,2025-10-12,4517.32
TR-0000071,2025-11-01,4517.32,2025-11-05,4517.32
TR-0000071,2025-12-01,4517.32,2025-12-02,4517.32
TR-0000071,2026-01-01,4517.32,2026-01-02,4517.32
TR-0000071,2026-02-01,4517.32,2026-01-30,4517.32
TR-0000071,2026-03-01,4517.32,2026-03-07,4517.32
TR-0000071,2026-04-01,4517.32,2026-04-04,4517.32
TR-0000071,2026-05-01,4517.32,2026-05-07,4517.32
TR-0000071,2026-06-01,4517.32,2026-06-03,4517.32
TR-0000071,2026-07-01,4517.32,2026-07-04,4517.32
TR-0000071,2026-08-01,4517.32,2026-08-07,4517.32
TR-0000071,2026-09-01,4517.32,,
TR-0000071,2026-10-01,4517.32,,
TR-0000072,2024-11-01,783.66,2024-11-11,783.66
TR-0000072,2024-12-01,783.66,2024-11-30,783.66
TR-0000072,2025-01-01,783.66,2025-01-13,783.66
TR-0000072,2025-02-01,783.66,2025-01-30,783.66
TR-0000072,2025-03-01,783.66,2025-03-08,783.66
TR-0000072,2025-04-01,783.66,2025-04-12,783.66
TR-0000072,2025-05-01,783.66,2025-05-10,783.66
TR-0000072,2025-06-01,783.66,2025-06-10,783.66
TR-0000072,2025-07-01,783.66,2025-07-09,783.66
TR-0000072,2025-08-01,783.66,2025-08-10,783.66
TR-0000072,2025-09-01,783.66,2025-09-03,783.66
TR-0000072,2025-10-01,783.66,2025-10-06,783.66
TR-0000072,2025-11-01,783.66,2025-11-07,783.66
TR-0000072,2025-12-01,783.66,2025-12-02,783.66
TR-0000072,2026-01-01,783.66,2025-12-31,783.66
TR-0000072,2026-02-01,783.66,2026-01-29,783.66
TR-0000072,2026-03-01,783.66,2026-03-11,783.66
TR-0000072,2026-04-01,783.66,2026-04-02,783.66
TR-0000072,2026-05-01,783.66,2026-05-04,783.66
TR-0000072,2026-06-01,783.66,2026-06-05,783.66
TR-0000072,2026-07-01,783.66,2026-07-02,783.66
TR-0000072,2026-08-01,783.66,2026-08-02,783.66
TR-0000072,2026-09-01,783.66,2026-09-04,783.66
TR-0000072,2026-10-01,783.66,,
TR-0000073,2024-11-01,4087.57,2024-11-10,4087.57
TR-0000073,2024-12-01,4087.57,2024-12-06,4087.57
TR-0000073,2025-01-01,4087.57,2025-01-11,4087.57
TR-0000073,2025-02-01,4087.57,2025-02-03,4087.57
TR-0000073,2025-03-01,4087.57,2025-03-06,4087.57
TR-0000073,2025-04-01,4087.57,2025-04-11,4087.57
TR-0000073,2025-05-01,4087.57,2025-05-13,4087.57
TR-0000073,2025-06-01,4087.57,2025-05-31,4087.57
TR-0000073,2025-07-01,4087.57,2025-07-04,4087.57
TR-0000073,2025-10-01,4087.57,2025-10-07,4087.57
TR-0000073,2025-11-01,4087.57,2025-11-07,4087.57
TR-0000073,2025-12-01,4087.57,2025-12-10,4087.57
TR-0000073,2026-01-01,4087.57,2026-01-01,4087.57
TR-0000073,2026-02-01,4087.57,2026-02-09,4087.57
TR-0000073,2026-03-01,4087.57,2026-03-07,4087.57
TR-0000073,2026-04-01,4087.57,2026-04-12,4087.57
TR-0000073,2026-05-01,4087.57,2026-05-03,4087.57
TR-0000073,2026-06-01,4087.57,2026-06-07,4087.57
TR-0000073,2026-07-01,4087.57,2026-07-01,4087.57
TR-0000073,2026-08-01,4087.57,2026-08-01,4087.57
TR-0000073,2026-09-01,4087.57,2026-09-10,4087.57
TR-0000073,2026-10-01,4087.57,,
TR-0000074,2024-11-01,3729.86,2024-11-11,3729.86
TR-0000074,2024-12-01,3729.86,2024-11-30,3729.86
TR-0000074,2025-01-01,3729.86,2025-01-11,3729.86
TR-0000074,2025-02-01,3729.86,2025-02-10,3729.86
TR-0000074,2025-03-01,3729.86,2025-03-13,3729.86
TR-0000074,2025-04-01,3729.86,2025-04-03,3729.86
TR-0000074,2025-05-01,3729.86,2025-04-30,3729.86
TR-0000074,2025-06-01,3729.86,2025-05-30,3729.86
TR-0000074,2025-07-01,3729.86,2025-07-13,3729.86
TR-0000074,2025-08-01,3729.86,2025-08-12,3729.86
TR-0000074,2025-09-01,3729.86,2025-09-09,3729.86
TR-0000074,2025-10-01,3729.86,2025-10-10,3729.86
TR-0000074,2025-11-01,3729.86,2025-11-09,3729.86
TR-0000074,2025-12-01,3729.86,2025-11-30,3729.86
TR-0000074,2026-01-01,3729.86,2025-12-29,3729.86
TR-0000074,2026-02-01,3729.86,2026-02-09,3729.86
TR-0000074,2026-03-01,3729.86,2026-03-01,3729.86
TR-0000074,2026-04-01,3729.86,2026-03-29,3729.86
TR-0000074,2026-05-01,3729.86,2026-05-06,3729.86
TR-0000074,2026-06-01,3729.86,2026-06-09,3729.86
TR-0000074,2026-07-01,3729.86,2026-07-08,3729.86
TR-0000074,2026-08-01,3729.86,2026-08-10,3729.86
TR-0000074,2026-09-01,3729.86,2026-09-08,3729.86
TR-0000074,2026-10-01,3729.86,,
TR-0000075,2024-11-01,4109.13,2024-11-03,4109.13
TR-0000075,2024-12-01,4109.13,2024-12-10,4109.13
TR-0000075,2025-01-01,4109.13,2025-01-13,4109.13
TR-0000075,2025-02-01,4109.13,2025-02-08,4109.13
TR-0000075,2025-03-01,4109.13,2025-03-06,4109.13
TR-0000075,2025-04-01,4109.13,2025-04-07,4109.13
TR-0000075,2025-05-01,4109.13,2025-05-13,4109.13
TR-0000075,2025-06-01,4109.13,2025-06-01,4109.13
TR-0000075,2025-07-01,4109.13,2025-07-07,4109.13
TR-0000075,2025-08-01,4109.13,2025-08-12,4109.13
TR-0000075,2025-09-01,4109.13,2025-09-02,4109.13
TR-0000075,2025-10-01,4109.13,2025-10-01,4109.13
TR-0000075,2025-11-01,4109.13,2025-11-10,4109.13
TR-0000075,2025-12-01,4109.13,2025-12-08,4109.13
TR-0000075,2026-01-01,4109.13,2026-01-06,4109.13
TR-0000075,2026-02-01,4109.13,2026-02-11,4109.13
TR-0000075,2026-03-01,4109.13,2026-02-26,4109.13
TR-0000075,2026-04-01,4109.13,2026-04-11,4109.13
TR-0000075,2026-05-01,4109.13,2026-05-07,4109.13
TR-0000075,2026-06-01,4109.13,2026-06-13,4109.13
TR-0000075,2026-07-01,4109.13,2026-06-28,4109.13
TR-0000075,2026-08-01,4109.13,2026-08-11,4109.13
TR-0000075,2026-09-01,4109.13,2026-09-01,4109.13
TR-0000075,2026-10-01,4109.13,,
TR-0000076,2024-11-01,5811.84,2024-10-31,5811.84
TR-0000076,2024-12-01,5811.84,2024-11-29,5811.84
TR-0000076,2025-01-01,5811.84,2025-01-04,5811.84
TR-0000076,2025-02-01,5811.84,2025-02-13,5811.84
TR-0000076,2025-03-01,5811.84,2025-03-03,5811.84
TR-0000076,2025-04-01,5811.84,2025-04-13,5811.84
TR-0000076,2025-05-01,5811.84,2025-05-09,5811.84
TR-0000076,2025-06-01,5811.84,2025-06-02,5811.84
TR-0000076,2025-07-01,5811.84,2025-07-04,5811.84
TR-0000076,2025-08-01,5811.84,2025-08-09,5811.84
TR-0000076,2025-09-01,5811.84,2025-09-11,5811.84
TR-0000076,2025-10-01,5811.84,2025-10-06,5811.84
TR-0000076,2025-11-01,5811.84,2025-11-05,5811.84
TR-0000076,2025-12-01,5811.84,2025-12-05,5811.84
TR-0000076,2026-01-01,5811.84,2025-12-31,5811.84
TR-0000076,2026-02-01,5811.84,2026-01-30,5811.84
TR-0000076,2026-03-01,5811.84,2026-03-12,5811.84
TR-0000076,2026-04-01,5811.84,2026-04-02,5811.84
TR-0000076,2026-05-01,5811.84,2026-05-06,5811.84
TR-0000076,2026-06-01,5811.84,2026-06-11,5811.84
TR-0000076,2026-07-01,5811.84,2026-07-07,5811.84
TR-0000076,2026-08-01,5811.84,2026-08-12,5811.84
TR-0000076,2026-09-01,5811.84,2026-09-02,5811.84
TR-0000076,2026-10-01,5811.84,,
TR-0000077,2024-11-01,2782.21,2024-11-05,2782.21
TR-0000077,2024-12-01,2782.21,2024-12-08,2782.21
TR-0000077,2025-01-01,2782.21,2025-01-11,2782.21
TR-0000077,2025-02-01,2782.21,2025-02-10,2782.21
TR-0000077,2025-03-01,2782.21,2025-03-07,2782.21
TR-0000077,2025-04-01,2782.21,2025-04-04,2782.21
TR-0000077,2025-05-01,2782.21,2025-05-08,2782.21
TR-0000077,2025-06-01,2782.21,2025-06-10,2782.21
TR-0000077,2025-07-01,2782.21,2025-07-06,2782.21
TR-0000077,2025-08-01,2782.21,2025-08-08,2782.21
